file,totalNotes,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,rule_11,rule_12
QmP4fkq8WxG1NDeszzm2VPijTJ9NBNqqSxoXrRroAqgjPB_output.xml,121,2254,2607,1046,106,777,81,70,28,3,15,64,9
QmPBJrXdAegDpKovdSZtxpg6LgVrYfXFgpRfgvcyYo9oMW_output.xml,155,3466,4938,2026,149,1335,89,91,18,2,0,20,10
QmPCgAW2siJZcdFHaQ3sn4W4BBMr6mLMM5zmDhc5ujpifJ_output.xml,220,5562,8011,3356,204,2042,153,172,45,2,0,28,0
QmPdNj73Dq2PYNypnzJ7mHYv7Fdqgji7K4d2shzxdm8TAj_output.xml,160,3496,4751,2180,136,1344,130,130,32,13,0,74,1
QmPEE6pCuQr2TxkQj3EHTNvwsjB6QxYgSNG87csaVy5kKS_output.xml,206,5552,8573,3600,189,2061,174,165,15,8,3,76,1
QmPG3wndXQwifHcuDEJ9dMMcdqajRe1HcMWPkthpdKpAjm_output.xml,223,4052,4798,2322,205,1879,121,82,23,1,0,40,0
QmPhfdB2F1fuTvJKK1ErNLn1eJA3ytuwmnvTYFqb6uRBx9_output.xml,87,3488,5387,1646,90,1023,73,58,23,3,10,26,14
QmPjsZJGBRE6YuW4X8dsBADJwk696dMgePqBwHY1P5oJ6k_output.xml,304,5422,6448,3408,293,2259,196,173,23,9,0,100,0
QmPMJ4XYUbjJ4wJHq8CYejjpMbefErSBKcNriGNRr1cGjw_output.xml,595,8540,10222,5187,435,3403,338,263,45,0,0,0,7
QmPNon3UoEeZk5bLqkCU2HUtdEDkPxTb35hbJt1yFQPege_output.xml,169,2752,3603,1763,155,1213,84,63,16,1,0,18,9
QmPqdY5VfKTTeLTiqiTZipB44aHnYZPZ56K1kojX35efJp_output.xml,137,530,389,351,96,347,43,33,3,0,0,0,9
QmPsxWeow3wLZ5nZTuBnkQyFUNTRYmvcFwwR8QbzCpnK6N_output.xml,195,4666,6906,3236,176,1882,134,130,26,5,0,38,0
QmPSZCJdkDuEfhVucwwYB7NMrTNBJ4iNBWyqGfgwRFKPas_output.xml,101,2620,4158,1660,90,941,72,64,15,4,0,82,0
QmPU5HtHHRaarvfgBXmY4hvqJZzbUF4j2QkN2fS6uHt9cw_output.xml,164,4412,6510,2677,149,1558,116,125,25,5,8,72,9
QmPUMV7dYUoNqzjkbMA4zXZcTaHxhLZV7g36kMVzA42GiR_output.xml,128,3396,5030,2275,123,1241,110,112,17,11,10,72,10
QmPvH2Yv71vGJXGTVpn6Uvr3LmH2n7ys7gzwxnRxMkgG2F_output.xml,194,4412,6102,2851,187,1786,145,145,28,25,10,104,6
QmPx4FZ2KpqymPkkvnXP5THCJwcVMmHg2w7JXbETdNjdYZ_output.xml,114,2954,4335,1744,100,988,80,78,16,3,0,16,0
QmS7Ej1U9u9o8S2eHevV2Wm2ShghSrBg3UUWLSGVP8ewuD_output.xml,142,3582,5016,2364,140,1353,94,102,18,4,5,84,5
QmSdsiY97pBbCC8r4oYUWjVz41Z9QcK3qaJqReGXmru6id_output.xml,148,1960,2399,974,99,631,98,89,24,6,5,28,6
QmSE8wXobu7UdaXjUyXHXDhkNPJhDmXU1hDNdpPaQYVfou_output.xml,192,3752,4806,2529,178,1862,122,115,22,6,0,88,3
QmSeRKqRuKXBjPxtYgaYjK6dEPY2VohdgDnj6YDX9h3afr_output.xml,192,4936,7271,3160,178,1849,139,152,40,11,0,72,5
QmSExDRzefgikKSP94wC9wEwyr7PY9hofpHsgMsSeY4YBx_output.xml,160,2940,3255,1647,140,1051,82,64,15,2,0,22,1
QmSft56KUb2qhygYg7EyUMZQPer1LXui2pHViqgzgbCAkT_output.xml,119,2966,4172,1724,109,1167,77,77,21,9,0,74,0
